,id,name,followers,popularity,genres,chart_hits,top_chart
45440,71QLIIyx26UdND1sHEskNs,Kuur,1372.0,25,[],,
45441,4G8d2H1R7P1rlGptL7Uzla,Rafaell Dior,2922.0,33,['trap tuga'],,
45442,5UbBZhEVaZCDIJ9r3eYu3J,Oskar Klap,243.0,30,[],,
45443,2jtiSAQnSSehAug5teBHwm,Woosh,4763.0,26,['uk drill'],,
45444,5VYgrwxHmoIKVmowy39a9v,Br,1678.0,29,"['finnish hip hop', 'suomirap']",,
45445,7lXgbtBDcCRbfc5f8FhGUL,Hoody,341205.0,55,"['chill r&b', 'korean r&b']",,
45446,5zeSPtcFxpJeejJjDPnkl1,Lajfr,1262.0,29,"['czech hip hop', 'czsk emo rap']",,
45447,7AdyVsMxs5j9qkQV6UQtWg,Amco,53603.0,29,"['czech hip hop', 'czech pop', 'czsk hip hop']",['cz (3)'],cz
45448,6VSx5Yd2AO0fhm0h6xxeGi,NDG,17764.0,39,"['italian hip hop', 'pop virale italiano']",['it (1)'],it
45449,7FSj8kD4474FKP2gYjZPos,XS Project,71796.0,45,"['hard bass', 'russian rave']",,
45450,4hBVFGsIXxdtc7d5JeM5jd,Special Request,111.0,22,[],,
45451,79cnUHfO275AWiVSHR2lKh,Tekno,100.0,23,[],,
45452,3u9YbhHMsajWonQjI6a2oO,Se7en,1279.0,27,[],,
45453,7xegqEOtukVFMdHyWnYkta,Daiyan Trisha,29642.0,30,['malaysian pop'],['my (1)'],my
45454,6neEhK0FxJha78nD9giAjW,Mike Shabb,9846.0,32,"['canadian hip hop', 'hip hop quebecois', 'rap montrealais']",,
45455,3gwIlS9NOwBgwV3RfQIYiR,Intence,83652.0,44,"['dancehall', 'jamaican dancehall', 'jamaican hip hop', 'traphall']",,
45456,6hrti7kBnnfAgy5Mq9wrQc,Ryu Su Jeong,16911.0,29,['k-pop'],,
45457,69swdLSkKxCQBMYJ55O2mA,Lil C,15769.0,30,"['dirty texas rap', 'houston rap']",,
45458,7rd7dlEmbPfCBzQtyir4WW,DJ Klumcee,35.0,25,[],,
45459,6xFnxGZ0APuqVrHxEoOJL2,Technosnaus,3816.0,30,['russelater'],['no (1)'],no
45460,7AsuNV4jBQKo9efGGzxP8E,Big Quis,14437.0,27,['detroit trap'],,
45461,0h1Z0DxOlzZSito4JDuzWU,ALIAS Chamber Ensemble,240.0,35,[],,
45462,62i6w4uvrInpVKzJTTOakp,Anita Bhatt,82.0,21,[],,
45463,2o8gT0fQmFxGNbowbdgeZe,DPR IAN,553307.0,68,['k-rap'],['kr (6)'],kr
45464,60YJi3abieLZxGxwtBv7Jh,Monika,19774.0,36,"['art pop', 'greek indie']",,
45465,6rTYPRsoutn3NE16Qxt1zn,Tonny Rozz,6.0,24,[],,
45466,53AHN4OWZvpRLazA0G41n1,Dubb,371.0,29,[],,
45467,7mh5yWKyUcN4xYhEJsWcxI,Sly,30.0,27,[],,
45468,7AKO4PWJ6ToZVUfA5xmsIY,Sunanda Sharma,340750.0,55,"['desi hip hop', 'desi pop', 'modern bollywood', 'punjabi pop']",['in (1)'],in
45469,2nWYQRy7Ikh7CyWnvZZouD,Mohana Bhogaraju,126273.0,52,['tollywood'],,
45470,7taXPPoSqkAxuFE603JD2k,Bobby Rock,3163.0,22,['dutch edm'],,
45471,7DWSfLX0stZ7Fm4JssbiN6,Santesh,65432.0,40,"['desi hip hop', 'malaysian tamil pop', 'tamil pop']",['my (1)'],my
45472,66915Pmw85sbz4tP6sHTb4,Eric Yeh,17.0,26,[],,
45473,7CqTwJtZddj0lKNWp4KPyr,Graham Cochrane,1670.0,25,[],,
45474,7J2lZBANizgPNfUzux31PV,David Gray,556612.0,61,"['neo mellow', 'permanent wave', 'pop rock']",['ie (1)'],ie
45475,5A0upF7YOXwWW0R5EuahcF,BigMama,2365.0,26,[],,
45476,7v9bFXCdSMA2o3gS4nvp0F,Pimp C,828778.0,51,"['baton rouge rap', 'chopped and screwed', 'crunk', 'dirty south rap', 'gangster rap', 'houston rap', 'memphis hip hop', 'rap', 'southern hip hop', 'trap']",,
45477,6bxLLapj6NByiP5cr6jMeK,Matthias Tanzmann,25618.0,29,"['german house', 'german techno', 'leipzig electronic', 'minimal tech house', 'minimal techno', 'tech house']",,
45478,7Mj6zJyAtVisnooOp1hlWF,Wilo D New,18110.0,35,['dembow'],"['co (1)', 'gt (1)']",co
45479,6X97A7Vfil4DrnAxEJBPc2,Legendario,8005.0,31,['spanish hip hop'],,
45480,70N97SEVEyRdrtLtMHQDvd,Le Sid,1254.0,26,[],,
45481,3L58J6a7f0jyy2p6f3MSAs,Blind Channel,152038.0,54,"['eurovision', 'oulu metal', 'trancecore']","['gb (1)', 'at (1)', 'be (1)', 'bg (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (11)', 'de (1)', 'gr (1)', 'is (1)', 'ie (1)', 'il (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'nl (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'se (1)', 'ch (1)', 'ua (1)']",fi
45482,65hxlagdGlmehGn8VWTARN,Monkey,24.0,20,[],,
45483,4J9DxNowHv5w0RVYPKBL0T,Kn1 One,354.0,28,[],,
45484,6asFFldfwacpWS6tsmPODw,Tekilas,832.0,28,[],,
45485,21UqznWenhsInMOKxpVPBd,Lil Kee,34199.0,46,['atl trap'],,
45486,3lPQ2Fk5JOwGWAF3ORFCqH,John Mellencamp,1393034.0,66,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",['us (1)'],us
45487,7A8S43ryYdbWpJKeHRZRcq,JACKBOYS,494307.0,65,"['rap', 'trap']","['us (5)', 'gb (4)', 'au (3)', 'at (4)', 'be (4)', 'bg (5)', 'ca (5)', 'cr (3)', 'cy (5)', 'cz (4)', 'dk (4)', 'eg (4)', 'sv (1)', 'ee (5)', 'fi (3)', 'fr (4)', 'de (4)', 'gr (5)', 'hu (4)', 'is (5)', 'ie (4)', 'il (3)', 'it (3)', 'lv (5)', 'lt (4)', 'lu (5)', 'my (2)', 'mt (5)', 'ma (5)', 'nl (3)', 'nz (3)', 'no (4)', 'pl (4)', 'pt (5)', 'ro (5)', 'sa (3)', 'sk (5)', 'za (5)', 'se (1)', 'ch (5)', 'tr (3)', 'ua (1)', 'ae (5)']",us
45488,5rvaaWutd0gsbc2iMNo9k5,Raulin Rodriguez,377886.0,57,"['bachata', 'bachata dominicana', 'dominican pop', 'tropical']",['do (1)'],do
45489,6I3I66EA15ZPlwE4GHsdRW,Jando Cartagena,73.0,39,[],,
45490,7dJ3pPuDcHLEwhtlZNJKcr,Tata Young,38619.0,38,"['classic thai pop', 'thai pop']",,
45491,7sJSfUsXlD9HT8JxFGXGiY,Anuradha Bhat,105621.0,44,['filmi'],,
45492,5WrnbkZ8D49O1LzxCxWXFy,Lorna Luft,478.0,30,[],,
45493,6vxZqaVbMaaKOS3jL4IqV1,Taylor Leigh,248.0,26,[],,
45494,6mJqqz8Dra13cr75NGhC7f,Dwight Dissels,4504.0,31,['dutch pop'],,
45495,6o8Iqw9rr2WrJD33TK8Wrf,Davo,775.0,24,[],,
45496,7BGR8y1VZAWK2oR4zD9COr,Protoje,335321.0,58,"['dancehall', 'modern reggae']",['cr (2)'],cr
45497,4cK5uxWRVJ3QOSfaBMX2Ex,Cupido,83418.0,51,"['rap espanol', 'urbano espanol']",['es (4)'],es
45498,0GOeXrdg9HYdG0etf07eyP,METAHESH,4214.0,42,"['drift phonk', 'wave']",,
45499,7IVgVM49Z4ztdmOqOIxhvP,Toby Green,28560.0,45,['electro house'],,
45500,7xo0kZGwplHhSh8ORbToS8,Flashmob,12676.0,36,['italian tech house'],,
45501,5iTBMeg4kHB7vc76RNhxY1,Mc Anjo,1907.0,26,[],,
45502,6Asqb0vVpW3cLUbK53VIK5,Yael YTBM,201.0,26,[],,
45503,5XklWI1FTejIXmrWsxwYWO,Stan Lake,34.0,22,['dutch rap pop'],,
45504,6hBN7D3Y7HvFUsEu9nPk1f,DVILA,1457.0,21,[],,
45505,7ERTOmWXRyme5WJUpXVVSl,Oski,24609.0,42,"['bass trap', 'dubstep', 'electro house', 'electronic trap', 'vapor twitch']",,
45506,7nJ3uKCT4lPwDJSRZzBlss,Bobby Valentin,169519.0,42,"['boogaloo', 'jazz puertorriqueno', 'latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",,
45507,3mCdlDvLgZXSi5ENJmLcxa,Exit Friendzone,1086.0,29,['gaming edm'],,
45508,5FSCLPrvr6ytMwIkMW2h71,Ricky Mears,3191.0,21,['melodic dubstep'],,
45509,6vcJl4BKVoaIrsT0ECp9XM,MC Vejota,315.0,21,[],,
45510,6R85n4akSmUKlnYZ2QnzmC,Kuririn,2413.0,36,['trap pesado'],,
45511,5RgilsTbpogtECkhDgcOZh,Itzhak Klepter,39779.0,36,"['classic israeli pop', 'israeli rock']",,
45512,5y5uIxi74ZKx7GvuevA7CU,DJ ONO,197.0,31,[],,
45513,4l4adFzPj5ddYYCOtLnxdQ,DJ RAFA MOLINA,45.0,33,[],,
45514,7DTpzcV6c8wyxP9zzQpzjf,XTM,20.0,41,[],,
45515,4rS7DPifKHq31RV7VGeDfI,NeonG,1868.0,33,[],,
45516,6dvOnGc4bbTKOT12JJ2H6F,Maialen,17456.0,28,"['latin talent show', 'latin viral pop']",,
45517,5NNjvY7x2gaOLQJIN6DXFh,Quiet Child,1117.0,22,[],,
45518,7BAaznGSsqcksud4R5ou5z,Cory Gunz,32012.0,57,['nyc rap'],,
45519,60JuNe3ye7oHGgw6Go3L2z,RR,932.0,23,[],,
45520,5brP2fPKvC8b64idqQ2S9x,Escobars,763.0,29,[],,
45521,5CfCAv52QCxLv9bdlGIyUD,System.Inc,618.0,32,[],,
45522,2w3mvReNNIQ7S44MAr89zu,Dopplereffekt,28917.0,28,"['detroit techno', 'electro', 'electroclash', 'techno']",,
45523,6YM5gRpMJkP0kUWRcvlHT3,Brittney Spencer,10926.0,33,['black americana'],,
45524,5YvnPJFWHBBV8SkjvzGWHT,Dama,8581.0,41,['bachata'],,
45525,5UzvBU2UU03rt1kSLGGZa9,Olli Antonio,4002.0,33,"['finnish dance pop', 'finnish hip hop', 'suomirap']",['fi (4)'],fi
45526,2rGEXX2PXml6YnjkgOlWwT,Gino & Geno,893143.0,58,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']",,
45527,76iFMHDqONZusQlTu2ckKQ,Los Nota Lokos,219555.0,50,['cumbia pop'],"['ar (3)', 'uy (2)']",ar
45528,6fcTRFpz0yH79qSKfof7lp,Seven Lions,433582.0,60,"['dubstep', 'edm', 'electro house', 'electropop', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive trance']",,
45529,65MqFenJZqxNAPxnEATV8U,Mike Kinsella,303.0,21,[],,
45530,36tYUHvwOqvoVtpDscFUHw,Chris James,1290.0,28,[],,
45531,6yJ6QQ3Y5l0s0tn7b0arrO,JPEGMAFIA,520890.0,62,"['alternative hip hop', 'escape room', 'experimental hip hop', 'hip hop', 'industrial hip hop', 'rap', 'underground hip hop']",,
45532,7lXp4ROmwdbOD7Q3P8sHLE,Ingo ohne Flamingo,34878.0,43,['partyschlager'],"['at (1)', 'de (1)']",at
45533,7znIgkvXd0SscJD7wiQlFy,Ronit Shahar,1104.0,25,['israeli rock'],,
45534,3iwHYNyKCKBDsa4QFCj8Ik,Grupo Fernandez,138216.0,41,"['corrido', 'corridos alternativos', 'musica mexicana', 'nueva musica mexicana']",,
45535,1wh9JQRU2fCEe7dBOVCHuC,Malathy,380.0,32,[],,
45536,7zneCNzf0wfXcjCOvirRlX,Ajesh,24049.0,56,['tamil pop'],,
45537,3FKSNTDo480gbDePzxc3y3,Sammy Arriaga,39493.0,46,"['contemporary country', 'country pop']",,
45538,1YoBdg693u4csBaqUWO7QA,Ugochi,274.0,25,[],,
45539,7tuofRUkaEJGOBu0FImMYw,JOHANA RODRIGUEZ,7214.0,29,[],,
45540,43hb5av90CTCWFldaaTp7n,Erik Rubin,275286.0,53,"['latin arena pop', 'latin pop', 'rock en espanol']",,
45541,6diiyZ15AVZoSxzAyjIYJT,Shogun,30735.0,45,"['progressive house', 'progressive trance', 'trance', 'uplifting trance']",,
45542,5oSCIcpPdrO3UhTMATxkYL,Ciscero,20645.0,45,['dmv rap'],,
45543,7uwNJmOY95AjAi9kPgfpyt,Raz & Afla,451.0,21,[],,
45544,7984XB82PJxxiL8560VS2a,Farsenne,304.0,20,[],,
45545,7pLntWGInZPQxc4kXxzzjB,Liz Gillies,36917.0,39,[],,
45546,7xX15v6ahAkcT14kHfB9wB,True Damage,108929.0,48,['k-rap'],"['br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'cy (1)', 'cz (1)', 'eg (1)', 'ee (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'ma (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sa (1)', 'sg (1)', 'sk (1)', 'es (1)', 'tw (1)', 'th (1)', 'tr (1)', 'ae (1)', 'vn (1)']",br
45547,61VZakASLH5PweMQzF7R8r,The Macarons Project,222912.0,56,['indonesian lo-fi pop'],"['id (1)', 'my (1)']",id
45548,7DgpPXntG6DkNR4hCi4PjP,Chesca,12061.0,48,['dominican pop'],,
45549,6JUEjbhKiAZFmMRrudNHgL,Faridkot,44298.0,54,"['hindi indie', 'indian folk', 'indian indie', 'indian rock', 'new delhi indie']",['in (1)'],in
45550,6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,35477.0,63,"['hollywood', 'show tunes']",['nz (1)'],nz
45551,7bVL3LNPkn7Lqbt0JSVQSu,Mark Wonder,4906.0,28,['modern reggae'],,
45552,4yYvor6Rq4fG82J1L47DYp,MICHELLE,70484.0,53,"['bedroom pop', 'indie pop', 'indie r&b']",,
45553,7xViKup0waKtypawDbsvrW,JojoHF,42333.0,45,['russian hip hop'],"['lv (1)', 'ru (2)', 'ua (2)']",ru
45554,7fCFxj1GCRqwFZEP4iJRw0,Will Pan,249607.0,48,"['mandopop', 'taiwan pop']",['tw (9)'],tw
45555,5NtBwbMRqw3mytQLApjAI3,Jade Silviia,79.0,34,[],,
45556,5IcpW0wVfbqWfpuaain8nT,Rituraj Mohanty,845.0,23,['odia pop'],,
45557,71Wi9XbCLkad6KGyjgmuTp,Altarboy,2235.0,31,[],,
45558,5R8T1Sb49NySRp0JKa4ebZ,Bill Ramsey,13531.0,29,"['classic schlager', 'vintage schlager']",,
45559,0NnCgUxhtWt1yBtpDyvFQf,Black Sheep,191647.0,45,"['alternative hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap', 'turntablism']",,
45560,6jlWj6y00bMQt8XoKuCjyZ,Emily King,177379.0,49,"['alternative r&b', 'funk', 'indie soul', 'neo soul', 'nyc pop', 'pop soul', 'r&b', 'urban contemporary']",,
45561,7lv12RUXorFKjX5hKtNwUw,Quamina Mp,57102.0,30,"['ghanaian alternative', 'ghanaian hip hop']",,
45562,3tRZeDsnjNBrxBSeE6Gg3r,Ivo Meirelles,1280.0,26,['samba-rock'],,
45563,7hofCdl9njgv82JjU0HPwI,Jandro,5221.0,51,['dutch rap pop'],['nl (4)'],nl
45564,5tJx4B5oBr1LJkkHI8GFYX,Rahul Jain,261973.0,53,"['desi pop', 'modern bollywood']",,
45565,6EXaiF3Ki80TYb4MfytSOR,Che Jose,3421.0,21,[],,
45566,68hskyqiGo9g5pTObISiBj,GIHED,830.0,37,[],,
45567,7yRimuQSC5Ks3T2Ts0iyZa,Patrick Topping,156565.0,49,['house'],,
45568,7grHO7fIKR0mfOLo5BEFBl,Minissia,113696.0,41,[],,
45569,7Kqcr4CkcQHjHiw3aPfFkC,Offlei Sounds,19723.0,56,[],,
45570,6WoarfTITiPkrGXcsqvWeB,Neha Sharma,39.0,28,[],,
45571,7K4gHixgiMhvBDewgHoxVk,Jair Rodrigues,55024.0,44,"['bossa nova', 'mpb', 'pagode', 'pop nacional antigas', 'samba', 'velha guarda']",,
45572,53PGC2bct8EgZcLrPvQgmX,DJ Jorginho,143.0,29,[],,
45573,79LfvzdMQhTIFoeMC7UBRG,Gocata Kangal,5350.0,29,"['bulgarian hip hop', 'bulgarian pop', 'bulgarian trap']",['bg (1)'],bg
45574,7s2JLzV0zW5mE7r58PdeHg,Mig 21,76902.0,43,"['czech folk', 'czech folk rock', 'czech pop', 'czech pop rock', 'czech rock']",['cz (1)'],cz
45575,7LHU5Uga349zOVMpDPf4ij,LOWLIGHT,10800.0,53,[],,
45576,5XOFNBUv0d2HrBVyTcWCKi,Pihlaja,5975.0,47,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",['fi (17)'],fi
45577,2K7vLMXZb1IBEQyg9UPuze,Evis Wy,217.0,22,[],,
45578,2OWXhbFm7SsZN0DXAD7iBg,Etta Marcus,10670.0,39,[],,
45579,4cTOxBErR9Of5kMfjVw86j,Kamyar,216.0,20,[],,
45580,6iyPY9ZvEGeB5mswBjwwNi,Alexis,3381.0,38,['super eurobeat'],,
45581,7aCA2LCzNmtAua4JrMvDb0,Taleban Dooda,50051.0,46,['florida rap'],,
45582,60gzYweXIZf4AsXywpHJGt,Blues,17967.0,26,['swedish underground rap'],,
45583,3ycXdYPP7SoC2rYc9tBEOT,Simon Ghraichy,2497.0,29,"['classical piano', 'french classical piano']",,
45584,2UHtbajy8bYx2yOiPZ4ghU,Pirris Sosa,6765.0,39,"['rap espanol', 'urbano espanol']",,
45585,6vffgX7j9uAPNTnIefr4pH,Kwang ABnormal,530.0,24,[],,
45586,6mjJJG5KpgfyY1HfNvK54S,Marina,558.0,36,[],,
45587,5wGi6JhyRwbY1OEQmfxwzx,Peter Hinnen,1361.0,22,"['classic schlager', 'vintage schlager', 'volksmusik']",,
45588,5Vr2AKX7BHkLTslxmuSMF7,Roy Borland,14926.0,42,[],,
45589,5gs9qloTR5m6dM0ScMty3H,Rafet El Roman,723076.0,52,['turkish pop'],['tr (1)'],tr
45590,7x1gNGpGZn6PurXYTLkB0U,Ligado,3832.0,28,['tex-mex'],,
45591,2kzc8LcJWU3SsrKz7mSuN4,Aguelando,127.0,22,[],,
45592,7zDl8xqVVU2BC7ZLkLowLt,Krime,17860.0,39,"['german drill', 'german hip hop', 'german underground rap']",,
45593,7HCRjt5R29pEOReKFeVk42,Kob The X Factor,111.0,31,[],,
45594,7f0gFq3dScRns3aaNWZWdy,Jabriell,2545.0,52,['reggaeton colombiano'],"['do (5)', 'pa (2)']",do
45595,6eeTkJg6QLQ34VbYXdqpBX,Rodrigo D'Erasmo,546.0,23,[],,
45596,6fOKLk8GmQ8xKogCRuuAwD,Teqkoi,98454.0,61,"['lo-fi chill', 'sad lo-fi']",,
45597,4zWRl3aRgYC86ItRRZa5nb,Rayssa Dias,698.0,22,['brega funk'],,
45598,6MvVFJb6iebegaT6FLxEAF,Juice,647.0,26,[],['dk (1)'],dk
45599,7lN2yGo7cxQNDuejnpnDNs,Clase-A,4149.0,28,['electro bailando'],,
45600,4DbVGBurfbrdLW2ZwfwdmP,Takuya Kuroda,104848.0,43,"['indie jazz', 'indie soul', 'japanese jazz', 'uk contemporary jazz']",,
45601,5EG8kX3NJR8Az7XKu4Czu7,Krisspy,35814.0,31,"['bachata dominicana', 'dominican pop', 'merengue', 'merengue tipico']",,
45602,5Gn7NoCZvbVlGgtZMILRcv,Satin Jackets,104132.0,57,"['indie soul', 'nu disco', 'tropical house']",,
45603,6hzngLO20cX5IGqT0hVv1G,Anurag Saikia,6138.0,50,[],,
45604,4navLg5YCzaGZqidQsxulq,Jotanirk,131.0,25,[],,
45605,3Hd8AXOtHjPH72Q3gE9UVn,Alexandra Albanese,347.0,35,[],,
45606,6oKLWbs4OqvmeXnREk0flZ,Ale Sergi,1463.0,36,[],,
45607,6D5hUhZncLiNMeE3gq9BhL,Daparte,19043.0,42,"['belo horizonte indie', 'nova mpb']",,
45608,5Jxv8p3dEf5cFKiDaNdvLP,Angelicca,6813.0,57,[],,
45609,3q9nybxzbSHsesDBHUlP4c,Coleman Hell,67696.0,47,"['canadian pop', 'indie poptimism', 'pop rock']","['us (1)', 'gb (1)', 'ar (1)', 'au (1)', 'at (2)', 'be (1)', 'br (1)', 'bg (1)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (2)', 'dk (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'de (2)', 'gr (1)', 'hn (1)', 'hk (1)', 'hu (2)', 'is (1)', 'ie (1)', 'it (1)', 'lv (1)', 'lt (2)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (2)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)', 'uy (1)']",ca
45610,7bpDJUH5hnffIYHID6h3Et,Caleborate,108963.0,48,"['bay area indie', 'cali rap', 'indie hip hop', 'underground hip hop']",,
45611,3eu9Ik2LKO3pIWb5S0RNyu,Marc Paul Simon,33.0,21,[],,
45612,7mTV1xDo95GO6Bc7ttBFm8,Sannex,16360.0,37,"['dansband', 'skansk musik']",['se (1)'],se
45613,72ZNg9Q8zpbckV50UsxHXa,Taylor,5708.0,28,"['deep progressive trance', 'russelater']",,
45614,6SzuCC7l9nY3APajF4FBYo,Tuks,28947.0,23,"['kasi rap', 'kwaito']",,
45615,7KL6Xmrib9qHpU1xD9gRPB,Susanu,26479.0,38,['manele'],['bg (1)'],bg
45616,7a57CoJL3sui202CC2kdUB,Labi Ramaj,908.0,36,[],,
45617,7BcQiaqOonuaKOQAQos74p,Yaad,44057.0,35,"['punjabi hip hop', 'punjabi pop']",,
45618,7a1kQopYaNCKayQsvMQiNs,Bryant Powell,352.0,24,[],,
45619,5nqTBNYQhCac1II4CizSPe,Juulia,1398.0,26,['finnish dance pop'],['fi (4)'],fi
45620,7hK5lOg1S1EyHIAXqNkyGY,Serdar Kirgiz,240.0,22,[],,
45621,2yg15JjVOqNppP73zVhosY,Chantay Savage,13849.0,33,"['contemporary r&b', 'urban contemporary']",,
45622,7g4cPtKxNx146qdaY90TG4,Yemil,112790.0,49,['panamanian pop'],['pa (11)'],pa
45623,5PYToRCsrnvikZg3yl2JMr,Stephanie Beatriz,37560.0,69,[],"['us (3)', 'gb (3)', 'au (2)', 'ca (3)', 'is (3)', 'ie (2)', 'nl (1)', 'nz (1)', 'ph (3)', 'sg (1)', 'ae (1)']",us
45624,51RbXPsxuxEcBg0mfTC8TT,Supastition,10461.0,23,"['north carolina hip hop', 'underground rap']",,
45625,5Q2lvqropyKbugryLHx8e7,Bob Chilcott,2292.0,29,['british contemporary classical'],,
45626,6zfTCQmxqOy0kBpHrse3ro,Soa mattrix,10289.0,28,[],['za (1)'],za
45627,4ufdIafKHwh8RZjR60Vctx,Blitty,175.0,35,[],,
45628,7hHIr9cINGG4EUF87JP0Oj,Juno Im Park,368.0,21,[],,
45629,4Frz1l5pFsgAYeUhAskAcZ,Grupo Trinidad,98587.0,48,"['cumbia santafesina', 'cumbia villera']",,
45630,6R08JmK5MwZfOUw1OOJ5bf,DJ MNS,1391.0,35,['hands up'],,
45631,7tm9Tuc70geXOOyKhtZHIj,Chris Lorenzo,82002.0,63,"['bass house', 'deep groove house', 'electro house', 'house']",,
45632,7efkoQb7dW8884GCnykYKW,Gabrielle Current,5189.0,33,['la pop'],,
45633,6PspEXKcV5JQKcWcye7DNS,Srinidhi,182.0,35,[],,
45634,6Ii2AQxO6QtJ8GAGLudL5e,Jeff Turner Music,1541.0,27,[],,
45635,3LWi3bcHEo2dPoy0S79nIM,Vienna Chamber Orchestra,1332.0,36,"['austrian orchestra', 'chamber orchestra']",,
45636,7hVLjMrQ0dfVbEXDWtEtY3,Doser,1429.0,28,[],,
45637,6Nw4TO2FG7ObcK7CSfzIdk,Het Verzet,1430.0,26,[],,
45638,4vublvsxLvJXGY1lRXitR1,Andrey Makarevich,60044.0,29,"['bard', 'classic russian pop', 'russian rock']",,
45639,6jVOHz5AjBoJImzesvZeGx,xtinto,6504.0,33,['hip hop tuga'],['pt (2)'],pt
45640,7tUuueEA6DzbvvHmDy79Ow,Max + Johann,4060.0,49,[],"['at (1)', 'de (1)']",at
45641,4M3TWSgWxJQf4ZDKl2MlNm,Pointhits,129.0,28,[],,
45642,6kGgCcP1pFsfBy9Zj7KZft,HAWK.,12220.0,49,"['brazilian edm', 'covertronica']",,
45643,7jmkGfoxDEQb7chQ0lMLVg,Bigga Rankin,2113.0,44,['atl trap'],,
45644,4yV0zjVw5WnfIZ8ZPgpWwd,Sofia Ashraf,502.0,21,['desi hip hop'],,
45645,4bv6jAeS0BnJPfydClwCfa,The Potters,29838.0,33,['indonesian pop rock'],,
45646,7IUaYyqcGB3aU2Tm4s5JY8,Zxmyr,78120.0,58,['mexican hip hop'],,
45647,0rHMSWop2zjzzy8tDETdui,Greed,596.0,28,[],,
45648,7ahfCquNK3ReYc2UHhugs5,May D,27103.0,37,"['afro dancehall', 'afropop', 'nigerian pop']",,
45649,6obVnb1fGQK9ow5WeQ4sgx,MC GL,1065.0,27,[],,
45650,6vdr7WnqTfEEPjKJsNrlgY,Kat Frankie,30829.0,40,['german indie'],,
45651,7nuTWfojdN0o8d7NGDo71U,Lil Geniuz,17813.0,52,"['reggaeton flow', 'trap latino']",,
45652,7tGmsXagv9nYjO7Rowwtx3,Marcio Arantes,114.0,26,[],,
45653,557AjoqV9wVpa8vO2k4wuJ,Louisa Fuller,2225.0,49,['compositional ambient'],,
45654,1wPZgHAIMRbPLCj2mgBRUY,Shaun 101,10936.0,31,['amapiano'],,
45655,6IDRoQ7NO57Ds1flY8WCOh,Antonis Vardis,9933.0,29,"['greek pop', 'laiko']",,
45656,6ERpZaxy8S2ZWlpYbXG1aK,Ruskey,358.0,27,[],,
45657,69SLft0U310nwqClQ51Czo,Burbon,84.0,30,[],,
45658,553YzuAwtxXtoeJfBawC9h,New Kingz,29.0,20,[],,
45659,3XFbTIDfwrLuCYc82ihYXX,Viktor Olsson,2604.0,20,[],,
45660,3WQRkINylwwkw1Ya07ToRK,Robe,95779.0,52,['indie extremena'],['es (9)'],es
45661,5cfLsokNJlFQisLDtzugO9,Lamorn,3888.0,32,[],,
45662,332BX60yn7fPIR2ivr8TxM,Thiago Braga,203.0,54,[],,
45663,6uZv9f2du7TdOlOr5IjLE1,Shabab Sabri,356.0,42,['filmi'],['in (1)'],in
45664,6lBam1B1t8wpnH7pJHWnj6,Gavin Rossdale,18069.0,43,"['alternative metal', 'post-grunge']",,
45665,74GGob3vwZoZ5Cs16pd4KC,Dafencii,34.0,23,[],,
45666,7n3r1FC137xLzQd3P4WzPv,Pat Monahan,8566.0,37,"['acoustic pop', 'neo mellow']",,
45667,5hW4L92KnC6dX9t7tYM4Ve,Joni Mitchell,1227899.0,54,"['canadian singer-songwriter', 'folk', 'folk rock', 'indie r&b', 'singer-songwriter']","['at (1)', 'pl (1)', 'pt (1)', 'ch (1)']",at
45668,4NR8j34QrjVEIAqUP43SwL,The Big Hash,56059.0,34,"['south african hip hop', 'south african trap']",,
45669,7fKfVo62Yx50GtTdIgeBqk,Brisa Star,277910.0,55,"['arrocha', 'forro', 'sertanejo pop']","['br (2)', 'pt (1)']",br
45670,6ifwtjnyBErm69itobvpyn,Chela,21152.0,35,['australian indie'],,
